system   D            wsystem.c:583  maybe_parent_dir                 [   0.03116] Also searching C:\Users\Laco\Documents\Visual Studio 2013\Projects\Monster Slayer\
display  D   display_settings.c:377  _al_score_display_settings       [   0.18686] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18687] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.18689] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18691] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.18693] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18694] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.18696] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18698] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.18700] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18702] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.18704] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.18709] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.19420] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.19428] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.22203] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.41138] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.41144] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.41148] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.41165] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.41170] Returning d3d_display: 003E6540
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.41173] al_display=003E6540
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.41175] al_display->vt=003E6478
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41301] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41306] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41308] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41309] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41311] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41312] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41314] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.41316] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.41318] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.41320] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.41322] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.41323] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.41390] added dtor for object 00410E90, func 0FA22590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.41662] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.41667] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.42043] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.42047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42623] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42627] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42629] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42630] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42633] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42635] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42636] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42638] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.42640] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.42641] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.42643] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.42645] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.42722] added dtor for object 0046E1F0, func 0FA22590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.42892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.42896] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.43278] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.43284] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43808] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43810] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43812] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43813] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43815] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43816] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43818] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43819] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.43821] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.43822] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.43824] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.43827] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.43829] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.44007] added dtor for object 0046CD08, func 0FA22590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44719] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44728] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57736] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57743] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57744] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57746] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57747] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57749] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57750] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57752] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.57754] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.57756] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.57758] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.57759] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.57761] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.58266] added dtor for object 06838568, func 0FA22590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.63132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.63139] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.67698] Font GOTHIC.TTF loaded with pixel size 0 x 36.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.67703]     ascent=36.0, descent=-8.0, height=44.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.67710] added dtor for object 00477FB8, func 0FA21B36
dtor     D               dtor.c:184  _al_register_destructor          [   0.67740] added dtor for object 00478140, func 0FA227A7
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68541] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68546] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68548] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68551] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68552] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68554] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68555] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.68558] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.68559] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.68561] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.68563] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.68564] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.68832] Glyph 51: 17x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.71357] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.71441] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.71489] Glyph 88: 18x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.71671] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.71679] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.71726] Glyph 81: 18x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.72183] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.72192] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.72280] Glyph 78: 17x29 (20x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.72492] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.72500] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.72549] Glyph 87: 10x29 (12x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.72624] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.72629] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.72685] Glyph 68: 22x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.72753] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.72762] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.72806] Glyph 70: 21x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.72869] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.72873] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.72907] Glyph 77: 8x36 (8x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.72970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.72974] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73006] Glyph 29: 6x21 (8x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73071] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.73091] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.73103] Glyph 19: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73164] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73169] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73199] Glyph 17: 6x6 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73261] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73265] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73296] Glyph 93: 17x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73366] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73370] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73413] Glyph 71: 22x29 (24x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73516] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73524] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73581] Glyph 85: 11x21 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73666] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73672] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73708] Glyph 82: 22x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73765] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73768] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73802] Glyph 90: 29x21 (32x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73855] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73858] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.73902] Glyph 76: 6x29 (8x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.74248] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.74256] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.74302] Glyph 72: 21x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.74448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.74478] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.74531] Glyph 21: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.74694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.74702] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.74754] Glyph 91: 19x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.74840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.74846] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.74908] Glyph 15: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.74969] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.74980] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.75026] Glyph 92: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75097] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75101] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.75152] Glyph 25: 18x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75213] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75218] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.75287] Glyph 23: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75361] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.75399] Glyph 20: 8x28 (8x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75467] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.75515] Glyph 24: 19x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75595] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75602] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75854] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75863] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.75936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.75940] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.76135] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.76144] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.76993] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.77002] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.77235] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.77244] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.88020] Glyph 28: 18x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.88131] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.88137] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.88197] Glyph 22: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.88283] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.88289] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.88457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.88464] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.92035] Glyph 27: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.92150] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.92163] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.92391] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.92400] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.93608] Glyph 26: 18x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.93726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.93734] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.93908] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.93916] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.70197] removed dtor for object 003E62C0
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  51.70205] destroying display 003E6540 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  51.70208] converting display bitmap 0047E698 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  51.70283] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  51.70287] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  51.70307] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  51.70332] converting display bitmap 06838568 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  51.71256] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  51.71264] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  51.71744] converting display bitmap 0046CD08 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  51.71969] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  51.71976] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  51.72076] converting display bitmap 0046E1F0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  51.72159] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  51.72162] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  51.72174] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  51.72193] converting display bitmap 00410E90 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  51.72288] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  51.72291] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  51.72303] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  51.72327] waiting for display 003E6540's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  51.73085] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  51.80298] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.80353] removed dtor for object 00478140
dtor     D               dtor.c:114  _al_run_destructors              [  51.80360] calling dtor for object 00477FB8, func 0FA21B36
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.80363] removed dtor for object 00477FB8
dtor     D               dtor.c:114  _al_run_destructors              [  51.80419] calling dtor for object 06838568, func 0FA22590
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.80449] removed dtor for object 06838568
dtor     D               dtor.c:114  _al_run_destructors              [  51.80616] calling dtor for object 0046CD08, func 0FA22590
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.80632] removed dtor for object 0046CD08
dtor     D               dtor.c:114  _al_run_destructors              [  51.80678] calling dtor for object 0046E1F0, func 0FA22590
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.80682] removed dtor for object 0046E1F0
dtor     D               dtor.c:114  _al_run_destructors              [  51.80707] calling dtor for object 00410E90, func 0FA22590
dtor     D               dtor.c:214  _al_unregister_destructor        [  51.80711] removed dtor for object 00410E90
