system   D            wsystem.c:583  maybe_parent_dir                 [   0.03643] Also searching C:\Users\Laco\Documents\Visual Studio 2013\Projects\Monster Slayer\
display  D   display_settings.c:377  _al_score_display_settings       [   0.18569] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18570] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.18572] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18574] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.18576] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18578] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.18580] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18581] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.18583] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.18585] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.18587] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.18592] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.19620] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.19629] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.27789] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.47043] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.47049] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.47053] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.47061] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.47065] Returning d3d_display: 00456268
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.47068] al_display=00456268
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.47070] al_display->vt=004561A0
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47165] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47169] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47171] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47173] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47175] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47177] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47179] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47182] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.47184] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.47187] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.47189] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.47191] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.47193] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.47337] added dtor for object 00480BD0, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.47665] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.47673] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48127] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48133] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48729] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48736] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48737] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48739] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48740] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48742] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.48743] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.48745] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.48746] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.48748] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.48750] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.48799] added dtor for object 004DCEA8, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49075] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49488] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49493] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50042] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50045] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50046] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50048] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50049] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50051] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50052] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50054] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.50055] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.50057] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.50058] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.50061] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.50062] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.50130] added dtor for object 004DCFB8, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.50839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.50846] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63410] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63414] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63416] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63417] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63419] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63420] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63422] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63423] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.63425] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.63426] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.63428] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.63430] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.63431] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.63604] added dtor for object 004E0880, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.65506] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.65513] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79222] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79228] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79230] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79232] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79233] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79235] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79236] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79238] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79239] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.79241] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.79242] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.79244] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.79246] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.79408] added dtor for object 05117090, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.82845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.82852] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85545] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85549] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85551] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85553] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85554] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85556] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85559] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85560] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.85562] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.85563] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.85565] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.85567] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.85604] added dtor for object 051171A0, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.86399] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.86407] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87330] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87333] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87335] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87336] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87339] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87341] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87342] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.87344] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.87345] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.87347] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.87348] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.87350] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.87382] added dtor for object 051172B0, func 0F612590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.87498] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.87501] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.88525] Font GOTHIC.TTF loaded with pixel size 0 x 36.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.88529]     ascent=36.0, descent=-8.0, height=44.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.88533] added dtor for object 0050B9B0, func 0F611B36
dtor     D               dtor.c:184  _al_register_destructor          [   0.88540] added dtor for object 0050BBA0, func 0F6127A7
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92731] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92735] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92737] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92739] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92741] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92743] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92745] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92746] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.92748] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.92749] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.92751] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.92753] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.92754] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.92853] Glyph 91: 19x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.93651] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.93662] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.93692] Glyph 15: 7x10 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.93795] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.93802] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.93830] Glyph 92: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.93916] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.93923] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.93940] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.93947] Glyph 20: 8x28 (8x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94028] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94034] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.94063] Glyph 19: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94149] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94339] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94343] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94386] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94390] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94581] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94587] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94829] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94837] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.95191] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.95201] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.95397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.95405] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.95445] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.95449] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.95482] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.95489] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.47154] Glyph 26: 18x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.47264] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.47270] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.47315] Glyph 24: 19x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.47421] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.47427] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.47460] Glyph 23: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.47561] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.47566] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.47721] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.47727] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.49562] Glyph 25: 18x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.49667] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.49673] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.49721] Glyph 27: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.49808] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.49815] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.49972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.49979] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.52055] Glyph 21: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.52170] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.52175] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.52344] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.52349] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.54362] Glyph 28: 18x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.54473] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.54479] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.54646] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.54652] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   1.56873] Glyph 22: 20x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.57097] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.57104] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.58777] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.58786] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.74363] Glyph 51: 17x28 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.74486] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.74491] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.74526] Glyph 88: 18x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.74618] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.74623] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.74655] Glyph 81: 18x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.74743] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.74752] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.74792] Glyph 78: 17x29 (20x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.74874] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.74881] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.74915] Glyph 87: 10x29 (12x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.74984] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.74991] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75041] Glyph 68: 22x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75121] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75128] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75162] Glyph 70: 21x21 (24x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75241] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75247] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75276] Glyph 77: 8x36 (8x36)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75355] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75361] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75390] Glyph 29: 6x21 (8x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75467] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75473] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75496] Glyph 17: 6x6 (8x8)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75578] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75606] Glyph 93: 17x21 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75692] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75700] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75735] Glyph 71: 22x29 (24x32)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.75812] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.75818] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.75849] Glyph 85: 11x21 (12x24)
